"","M_DONOR_1","M_DONOR_2","M_DONOR_3","M_DONOR_4","M_DONOR_6","M_DONOR_7","M_DONOR_8","M_DONOR_9"
"Undecanal",0,0,0,0,0,0,0.0128368556666667,0
"Undecane",0,0.126357063333333,0,0,0.1631685242,0.343791566666667,0,0.0406244302666667
"Undecane, 2-methyl-",30357363,0,0,0,0,0,0,0
"Undecane, 2,2-dimethyl-",0,0,0,0,0,0,0.0438182766666667,0
"Undecane, 2,6-dimethyl-",0,0,0,0,0,0.117967666666667,0,0
"Undecane, 2,8-dimethyl-",0,0,0,0,0.355738555366667,0,0,0
"Undecane, 3-methyl-",40017127.3333333,0,0,0,0,0,0,0
"Undecane, 3,8-dimethyl-",0,0,0.107663261666667,0,0,0,0,0
"Undecane, 4-ethyl-",0,0,0,0,0.101027497266667,0,0,0
"Undecane, 4,7-dimethyl-",0,0,0,0,0,0,0.05585252,0
"Undecane, 5-methyl-",0,0.4907215,0,0,0.171602222633333,0,0,0.149298819066667
"Urea",0,0,0,0.1431959671,0,0,0.0405732396333333,0
"Urethane",0,0.02069244,0,0,0,0,0,0
"α Isomethyl ionone",0,0,0.0493273736666667,0,0,0,0,0
"α-Methylstyrene",0,0,0,0,0,0,0,0.0167458155
"β-Myrcene",0,0.0851989266666667,0,0,0,0.03778784,0,0
"β-Phellandrene",1790876,0,0,0,0,0,0,0
"β-Pinene",0,0,1.62859398766667,0,0,0,0,0
"γ-Dodecalactone",0,0,0.142434408666667,0,0,0,0,0
"γ-Terpinene",0,0.128764266666667,0.651530038,0,0,0,0.15582976,0
