"","D1","D2_d0","D2_d1","D2_d2","D2_d3","D2_d4","D3_d0","D3_d2","D3_d3","D3_d4","D4_d0","D4_d1","D4_d3","D6_d0","D6_d1","D6_d2","D6_d3","D6_d4","D6_d5","D7_d0","D7_d1","D7_d2","D7_d4","D7_d5","D8_d0","D8_d1","D8_d2","D8_d3","D8_d4","D8_d5","D9_d0","D9_d1","D9_d2","D9_d3","D9_d4","D9_d5"
"Acetic acid, rubidium salt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001249927,0,0,0,0,0,0
"Acetic acid, trifluoro-, 3,7-dimethyloctyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001458709
"Acetic acid, trifluoro-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828776e-05,0,0,0,0,0,0
"Acetic anhydride",0,0,0,0,0,0,0,0,0,44506509,0,0,0,0,0,0,0,0,0,0.1114911315,0,0,0,0,0,0,0,0,0.00393725,1.067433,0,0,0.0399709235666667,0,0,0.5019226
"Acetoin",0,0,0,0,0,0.02578513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetonitrile",0,0,0,0,0,0.009772404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetonitrile, (dimethylamino)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272895798666667,0,0,0,0,0.0243094,0.1047472,0,0,0,0,0,0
"Acetonitrile, hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0.0387505366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4055185922,0,0,0.258348,0,0,0,0,0,0.008659041
"Acetonitrile,2-(methylimino)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049078991,0,0,0,0,0.04925329,0,0,0,0,0,0,0
"Acetophenone",0,0,0,0,0,0,0,0,0,0,0.1199132165,0,0,0.0736821367666667,0,0,0,0,0,0,0,0,0,0.0548158545333333,0,0.08231573,0,0,0,0,0,0,0,0,0,0
"Acrolein, 2-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.270149e-05
"Alanine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01184033,0,0,0,0,0,0
"Allantoic acid",0,0,0,0,0,0.003867728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178539569333333,0,0.007718239,0,0,0,0,0.0111526496666667,0,0
"Allyl 2-methylbutyrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01056913,0,0,0,0,0,0,0
"Allyl acetate",0,0,0,0,0,0.0006466927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allyl thiopropionate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005970102
"Aminocaproic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001209889,0.0008069879,0,0,0,0,0,0
"Aminomethanesulfonic acid",0.3147930256,0,0,0,0,0.00626293,0,0,0,0,0,0.0059691797,0,0,0,0,0.12426655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ammonium acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030290528,0,0,0.00335327743333333,0,0,0,0.0006148543,0,0,0.0008925745,0,0,0,0,0,0,0,0.0101355246333333,0,0,0.0003893512
"Aniline",0,0,0,0,0,0,0,0,0,0,0.00426036946666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009225709,0,0,0,0,0,0
"Anisole",0,0,0,0,0,0.00148646,1587375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004186419,0,0,0,0.000881545666666667,0,0
"Azepan-1-yl-acetic acid, acridin-9-ylmethylene-hydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941671e-05
"Azulene",0,0,0,0,0,0.02056616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzaldehyde, 2-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000730358766666667,0,0,0,0,0,0,0.001341676,0.0005645603,0.00167580443333333,0,0,0,0,0.0003294897
"Benzaldehyde, 2-methyl-",0,0,0,0,0,0.001816567,0,0,0,0,0,0,0,0,0.0064738463,0,0,0,0,0,0,0,0.0014631556,0,0,0,0,0.0023218804,0,0.002392859,0,0,0,0,0,0
"Benzaldehyde, 3-methyl-",0.00372872373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111185210666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzaldehyde, 3-pentachlorophenoxymethyl-4-methoxy-",0,0,0,0,0,0.0006347178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzaldehyde, 4-chloro-3-nitro-, tert-butoxycarbonylhydrazone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003094322,0,0,0,0,0,0,0
"Benzaldehyde, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003744
"Benzamide, 2-methoxy-N-(2-phenylethyl)-N-tetradecyl-",0,0,0,0,0,0.02723733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412394,0,0,0,0,0,0,0.003163114
"Benzamide, 2-methyl-N-methyl-N-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001875017
"Benzamide, 3-ethyl-N-(2-phenylethyl)-N-tetradecyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008668315,0,0,0,0,0,0,0
"Benzamide, N-(3,4-dihydro-2-cyano-3-spiro-cyclopentane-1-naphthyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448156
"Benzamide, N-(3,4,5-trichlorophenyl)-2,6-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5491965e-05,0,0,0,0,0,0,0,0,0,0,0
"Benzamide, N-(4-bromophenyl)-3-methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002036515
"Benzene",0,0,0,0,0,0,182740582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4098399
"Benzene, (1-butylheptyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242086258666667,0,0,0,0.0031143493,0,0,0,0,0,0,0,0,0,0,0,0,0.00604334666666667,0
"Benzene, (1-butyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0.00262704733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006209188,0,0,0,0,0.00733210166666667,0,0.003766212
"Benzene, (1-ethylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304164882666667,0,0,0,0,0,0,0,0,0,0,0,0.003418576,0,0,0,0,0,0
"Benzene, (1-methoxy-4-methyl-3-pentenyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000653639833333333,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-methylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004472743,0,0.001862181,0,0,0,0,0.0036234
"Benzene, (1-methylundecyl)-",0,0,0,0,0,0.001039188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, (1-pentylheptyl)-",0.00551208176666667,0.0090126265,0,0,0,0.003034794,0,0,0,0,0.00819791913333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008395987,0,0,0,0,0,0,0
"Benzene, (1-propyldecyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001521396
"Benzene, (1-propylnonyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149225326,0,0,0.005270999,0,0,0,0,0,0
"Benzene, (1-propyloctyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005807236,0,0.003635038,0,0,0,0,0.003335675
"Benzene, (1,3-dimethylbutyl)-",0,0,0,0,0,0.00049005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, [2,2,2-trifluoro-1-(trifluoromethyl)ethyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028216503,0,0.0040435433,0,0,0.00678452346666667,0.0024295915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-chloro-4-(trifluoromethyl)-",0,0,0,0,0,0.0009817009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008642474,0,0,0,0
"Benzene, 1-ethyl-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046771965,0,0,0,0,0,0,0.0153658406,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-2,4-dimethyl-",0,0,0,0,0,0.001501904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005617411,0.0008469481,0,0,0,0,0,0
"Benzene, 1-ethyl-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381557341666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01816712
"Benzene, 1-ethyl-3,5-dimethyl-",0,0,0,0,0,0.009509844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-4-methyl-",0,0,0,0,0,0.007119608,0,0,0,0,0,0,0,0.0195899886333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003212892,0.01040655,0,0,0,0,0,0
"Benzene, 1-ethynyl-4-methyl-",0,0.000105254646666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-isocyano-3-methyl-",0,0,0,0,0,0.0004358514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007942039,0,0,0,0,0,0
"Benzene, 1-methoxy-2-methyl-",0,0,0,0,0,0.002126042,0,0,0,0,0.0020202558,0,0,0,0,0,0,0,0,0,0,0,0,0.000939905833333333,0.0005211975,0,0,0,0.0003937006,0,0,0,0,0,0,0
"Benzene, 1-methoxy-3-methyl-",0.00919583523333333,0.00341378623333333,0,0.002041796,0,0.001120332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-",0,0,0.002557495525,0,0.002886156825,0.0008836927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-2-propyl-",0,0,0,0,0,0.004368304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-3-(1-methylethyl)-",0,0,0,0,0,0.009489224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-methyl-3-propyl-",0,0,0,0,0,0.005487199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147975
"Benzene, 1-methyl-4-(1-methylethenyl)-",0,0,0,0,0,0.0003228306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-propenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003054932,0.0009335913,0,0,0,0,0,0
"Benzene, 1-propynyl-",0,0,0,0,0,0,0,0,0,0,0,2.76727366666667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,1'-(1-buten-3-yne-1,4-diyl)bis-",0,0,0,0,0,0.0001551461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,1'-(1-ethenyl-1,3-propanediyl)bis-",0,0,0,0,0,0,216522.666666667,0,0,0,0,0,0,0,0,0,0,0.0018697901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,1'-propylidenebis-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031561725,0,0,0.00389190563333333,0,0,0,0,0.0003374092,0,0.0003196584,0,0,0,0,0,0
"Benzene, 1,2-dichloro-",0,0,0,0,0,0.0004117436,802355.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288609873333333,0,0,0,0,0,0,0,0.0001893234
"Benzene, 1,2-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06772623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,2-difluoro-4-(trifluoromethyl)-",0,0,0,0,0,0.06296443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07876812,0.01514951,0,0,0,0,0,0
"Benzene, 1,2,3-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687123863333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003186183,0,0,0,0,0,0,0
"Benzene, 1,2,3,4-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01074217
"Benzene, 1,2,3,5-tetrafluoro-",0,0,0,0,0,0,0,0,0,8468131.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02415872,0,0,0.0490509411,0,0,0,0
"Benzene, 1,2,4,5-tetrafluoro-3-(trifluoromethyl)-",0,0.00124892623333333,0,0,0,0.001046318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211598923333333,0,0,0,0,0,0,0,0,0
"Benzene, 1,2,4,5-tetramethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005243036,0,0,0,0,0,0,0
"Benzene, 1,3-dichloro-",0,0,0,0,0,0,0,1007140,0,0,0,0,0.00269289496666667,0,0,0,0.003133385,0,0,0,0,0,0,0,0,0,0,0,0,0.005184568,0,0,0,0,0,0
"Benzene, 1,3-difluoro-",0,0,0,0,0,0,0,0,0,0,0.228561793933333,0,0,0,0.0736687438333333,0,0,0,0,0,0,0,0,0,0.045256785,0.08064481,0,0,0,0,0,0,0,0.0563569666666667,0,0
"Benzene, 1,3-dimethoxy-",0,0,0,0,0,0,0,0,0,0,0,0.0007650089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356341174,0.1265316378,0.023355605,0.0303774815666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,3,5-tri-tert-butyl-",0,0,0,0,0,0,0,0,0,0,0.0139328652,0,0,0,0,0,0,0,0,0,0,0.00273536763333333,0,0,0,0,0,0,0.00250645,0,0,0,0,0,0,0
"Benzene, 1,4-dichloro-",0,0,0,0,0,0.001404424,0,0,0,0,0.0140230597666667,0,0,0,0.0057329943,0,0,0,0,0.014037948,0.0120353498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1,4-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257136026333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 2-ethyl-1,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001920547
"Benzene, 2-propenyl-",0,0,0,0,0,0.0007767234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, chloro-",0,0,0,0,0,0.03899833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04400975,0,0,0,0,0,0,0
"Benzene, ethylpentamethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003654506
"Benzene, fluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145468190666667,0,0,0,0,0.01977605,0,0,0,0,0,0,0
"Benzene, hexyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002933092,0,0
"Benzene, iodo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161073846666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, n-butyl-",0.0110272861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008180575,0,0,0,0,0,0,0
"Benzene, pentyl-",0,0,0,0,0,0.001960695,0,0,0,0,0,0,0,0,0.0171602625333333,0,0,0.0105027380666667,0.0115065965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, propoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.514383e-05,0,0,0,0,0,0
"Benzene, propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954733393333333,0,0,0,0
"Benzene,1-chloro-3,5-difluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325032263333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneacetaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229192036333333,0,0,0,0,0,0,0.0450469,0,0,0,0,0,0,0
"Benzeneacetaldehyde, α-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001029532
"Benzeneacetonitrile, α-oxo-",0,0,0,0,0,0.001121784,0,0,0,0,0,0,0,0,0,0,0,0.0039150907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanamine, 2-fluoro-β,3-dihydroxy-N-methyl-",0,0,0.0037738616,0,0,0.007800944,0,0,0,0,0,0,0,0,0.00322825223333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002306424,0,0,0,0,0,0,0
"Benzeneethanamine, 2-fluoro-β,5-dihydroxy-N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003520909,0,0,0,0,0,0
"Benzeneethanamine, 3-[4-chlorophenoxy]-α-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002312905,0,0,0,0,0,0
"Benzeneethanamine, 3-fluoro-ß,5-dihydroxy-N-methyl-",0,0,0,0,0,0,64865603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanamine, 3-fluoro-β,5-dihydroxy-N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100171524,0,0,0,0,0,0,0,0,0,0,0.1239258,0,0,0,0,0,0
"Benzeneethanamine, 4-fluoro-α-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004380527,0,0,0,0,0,0
"Benzeneethanamine, 4-fluoro-β,3-dihydroxy-N-methyl-",0,0,0,0,0,0,0,0,0,0,0.00835599546666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002682760035,0,0,0,0,0,0,0,0,0,0,0.009712426
"Benzeneethanamine, N-methyl-",0,0,0,0,0,0.002338669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzeneethanol, β-ethenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001127837,0,0,0,0,0,0,0.01471256
"Benzenemethanol, a-(1-aminoethyl)-",0,0,0,0,0,0,12225191.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, a,a-dimethyl-",0,0,0,0,0,0,799370.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, α-(1-aminoethyl)-",0,0,0.04089866795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129227410333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenemethanol, α-[(methylamino)methyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185385803,0,0
"Benzenemethanol, α,α-dimethyl-",0,0,0,0,0,0.00184669,0,0,0,0,0,0,0,0,0,0,0,0.0054523433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzenepentanoic acid, δ-oxo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006864786,0,0,0,0,0,0,0,0,0,0,0
"benzenesulfonamide, N-[2-(4-morpholinyl)ethyl]-4-nitro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711911e-05,0,0,0,0,0,0
"Benzo[1,3]dioxole-5-carboxylic acid, (2-cyano-4,5-diethoxyphenyl)amide",0,0,0,0,0,0.000257772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002201687,0,0,0,0,0,0,0.0003267363
"Benzo[b]thiophene-3-carboxylic acid, 4,5,6,7-tetrahydro-2-benzoylamino-7-oxo-, ethyl ester",0,0,0,0,0,0.002355479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzofuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639035,0,0,0,0,0,0,0,0,0,0.008156543,0,0,0,0,0,0
"Benzoic acid, 2-methyl-, anhydride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007507336,0,0,0,0,0,0,0
"Benzoic acid, 3-benzyloxy-4-fluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04470617,0,0,0,0,0,0
"Benzoic acid, 3-methyl-, [2-(2-benzotriazolyl)-4-methylphenyl] ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001071282,0,0,0,0,0,0.001341442
"Benzoic acid, 3,4-methylenedioxy-, (4-formyl-2,6-dimethoxyphenyl) ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007683853,0,0,0,0,0,0,0
"Benzoic acid, 4-(2-methylbenzoylamino)-, 2-methylphenyl ester",0,0,0,0,0,0.002388486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"benzoic acid, 4-ethenyl-, 4-[[(methylsulfonyl)amino]methyl]phenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061505e-05,0,0,0,0,0,0,0
"Benzoic acid, 4-methoxy-, anhydride with N-(4,5-dimethyl-1H-1,2,3-triazol-1-yl)-4-methoxybenzenecarboximidic acid",0,0,0,0,0,0.0001309698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063445935,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, ethyl ester",0.0122297922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003691426,0,0,0,0,0,0,0,0,0,0,0
"Benzoic acid, methyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05176972,0.01935588,0,0,0.0111779781333333,0,0,0
"Benzonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435950019333333,0,0,0,0,0,0,0.1020227,0,0,0,0,0,0
"Benzonitrile, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064782012,0,0,0,0.00208554563333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzothiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512962633333333,0,0.0374527047,0,0,0.05067764
"Benzoxazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008911869,0,0,0,0,0.001652176,0,0,0,0,0,0,0
"Benzyl alcohol",0,0,0,0,0,0.007054174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01271496
