"","D1","D2_d0","D2_d1","D2_d2","D2_d3","D2_d4","D3_d0","D3_d2","D3_d3","D3_d4","D4_d0","D4_d1","D4_d3","D6_d0","D6_d1","D6_d2","D6_d3","D6_d4","D6_d5","D7_d0","D7_d1","D7_d2","D7_d4","D7_d5","D8_d0","D8_d1","D8_d2","D8_d3","D8_d4","D8_d5","D9_d0","D9_d1","D9_d2","D9_d3","D9_d4","D9_d5"
"2-Hexanol, 3,3,5-trimethyl-2-(3-methylphenyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008540568
"2-Hexanone, 3,4-dimethyl-",0,0,0,0,0,0.001287891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanone, 6-bromo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256013533333333,0,7.875359e-05
"2-Hexen-1-ol",0,0,0,0,0.009224186475,0.001230968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010217852,0.00311524913333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166195457666667,0,0,0,0,0,0,0,0,0,0,0.02569065,0,0,0,0,0,0,0.02865596
"2-Hexene",0,0,0,0,0,0.006318208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01046836,0,0,0,0,0,0,0
"2-Hexene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357782
"2-Hexene, 3,5-dimethyl-",0.0180789332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363167882666667,0,0,0,0,0,0,0.0207972333333333,0,0,0,0,0,0,0,0.0378616533333333,0,0
"2-Hydrazinoethanol",0,0,0,0,0,0.0008251805,0,0,0,0,0,0,0,0,0.00176169166666667,0,0,0,0,0,0,0,0,0.00285579803333333,0,0,0,0,0,0.0004953231,0,0,0,0,0,0
"2-Hydroxy-2,4-dimethyl-hept-6-en-3-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004420936,0,0,0,0,0,0,0
"2-Methyl-1-undecanol",0,0,0.006629866425,0.00336265645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methylbenzoic acid, 2,4,6-trichlorophenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001178004,0,0,0,0,0,0,0
"2-Methylbutanoic anhydride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006713948
"2-Methylindene",0.000455273633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methylisoborneol",0.00564310776666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methylthiolane, S,S-dioxide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029550889,0
"2-Morpholinomethyl-1,3-diphenyl-2-propanol",0,0,0,0,0,0.0002537953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-n-Butyl furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116887496666667,0.0077951801,0,0,0,0,0,0.0022894825,0,0,0,0,0,0,0,0,0,0.007344035,0
"2-n-Butylacrolein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002412957,0,0,0,0,0,0
"2-n-Heptylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003874227,0,0,0,0,0,0
"2-Naphthalenol",0,0,0,0,0,0,0,0,0,0,0,0.000210519963333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129953,0,0,0,0,0,0,0
"2-Nonanone",0,0,0,0,0,0.002083064,0,1939492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008254847,0,0,0,0,0,0,0.002845367
"2-Nonen-1-ol",0,0,0,0,0,0.002810049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004875389
"2-Nonenal",0,0,0,0,0,0,0,0,0,0,0.0068487148,0,0.00240224123333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007439838,0,0,0,0,0,0,0
"2-Octanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01184948,0,0,0,0,0,0
"2-Octen-1-ol",0.00484945646666667,0,0,0,0,0,1239714.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007007234,0,0,0,0.0121619,0,0,0.016864822,0,0,0.01251138
"2-Octenal",0,0,0,0,0.005915783075,0,0,0,0,0,0.00877811703333333,0,0,0,0,0,0,0.0145405802,0,0,0,0,0,0,0,0,0,0,0,0.01075028,0,0.00988084246666667,0.0146531999,0,0.01407132,0
"2-Octene",0,0,0,0,0,0.002958929,0,0,0,0,0,0,0,0,0,0,0.00706626366666667,0,0,0,0,0,0,0,0,0.00592196066666667,0,0,0.00435148,0.008838844,0,0,0,0,0,0
"2-Oxepanone",0,0,0,0,0,0.0005369808,0,0,0,0,0,0,0,0,0,0,0,0.0023292236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216928393333333,0,0.00261844666666667,0
"2-Oxetanone, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001485476,0.006766196,0,0,0,0,0,0
"2-Pentanamine, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002361167,0,0,0,0,0,0
"2-Pentanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03120742,0,0,0,0,0,0
"2-Pentanone, 3-methyl-",0,0,0.00212774125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 4-hydroxy-4-methyl-",0,0,0,0,0,0,16065832.6666667,0,37347341,0,0,0,0,0.0207679596666667,0,0,0.005671953,0,0.1334416212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentanone, 4,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000674837,0,0,0,0,0,0,0
"2-Pentanone, 5-hydroxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465289,0.005416128,0,0,0,0,0,0
"2-Penten-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136852106666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentenal",0,0.0109748390333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140037135,0,0,0,0,0,0,0,0,0,0.02576886,0,0,0,0,0,0
"2-Pentene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259346333333333,0,0,0,0,0
"2-Pentene, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0.0209414327333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pentene, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006700494,0,0,0,0,0,0,0
"2-Pentene, 4,4-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003720205,0,0,0,0,0,0,0
"2-Piperidinone, N-[4-bromo-n-butyl]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572920233333333,0,0.0212843350666667,0,0,0
"2-Propanamine",0,0,0,0,0,0.0001266353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02334625,0,0,0,0,0,0,0.01426962
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",0,0,0,0,0,0.008498643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1-(2-methoxy-1-methylethoxy)-",0,0,0,0,0,0.0008857019,0,0,0,0,0,0,0,0.00375370836666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1-(2-methoxypropoxy)-",0,0,0,0,0,0.0004431342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanol, 1,1,1,3,3,3-hexafluoro-",0,0,0,0,0,0.004371959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171428186666667,0,0
"2-Propanol, 2-methyl-",0,0.0059537998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224684727333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanone, 1-(acetyloxy)-",0,0,0.1769694022,0,0.011300996125,0,0,0,0,0,0.0652844119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034209033,0,0,0.000481627266666667,0,0,0,0,0,0,0,0
"2-Propanone, 1-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155293683333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanone, 1-hydroxy-",0,0,0,0,0,0.01839234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773170137333333,0,0,0,0.0170149016666667,0,0,0,0.0004584493,0,0,0,0,0,0
"2-Propanone, 1,1-dichloro-",0,0,0.001462636685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000988419866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.029046e-05
"2-Propanone, 1,1,1-trifluoro-",0,0,0,0.078848477625,0,0.06097737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05925388,0.01168143,0,0,0,0,0,0
"2-Propen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094190795,0,0.006094319,0,0,0,0,0,0
"2-Propenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06479705,0.08374686,0,0,0,0,0,0
"2-Propenal, 3-phenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001371714,0,0,0,0,0,0,0
"2-Propenenitrile",0,0,0,0,0,0.04079679,3857549,0,0,0,0.00746087936666667,0,0,0,0,0.0078629757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002068394
"2-Propenoic acid, 2-methyl-, octyl ester",0.00155785013,0,4.04239675e-05,0,0,0,0,0,0,0,0,0,0.00015092981,0,0,0,0.00106577988333333,0,0,0.00489466595,0.00451332037666667,0,0,0.000307858033333333,0,0.000145481476666667,0,0.00411406273333333,0,0,0.000215369333333333,0.00658294165666667,0,0.00335242525333333,0,0
"2-Propenoic acid, 2-propenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045056
"2-Propenoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl ester",0,0,0,0,0,0.0001036454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006048509,0,0,0,0,0,0,0.01840432
"2-Propenoic acid, butyl ester",0,0,0,0,0,0.001062532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, ethenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000621948493333333,0,9.4160735e-05,0,0,0,1.292945e-05,0,0,0,0,0,0,0
"2-Propenoic acid, ethyl ester",0.0120885848,0,0,0,0,0,4989955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, methyl ester",0,0,0,0,0,0.006516851,0,0,0,31586757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015604532,0,0,0,0,0,0,0,0.00286314183333333,0,0,0,0
"2-Propenoic acid, octyl ester",0,0,0,0,0,0,0,0,0,0,0.0150237323666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, oxiranylmethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002071876
"2-Propenoyl chloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.106408e-05
"2-Propyn-1-ol, acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005839615,0.003197378,0,0,0,0,0,0.8580767
"2-Propynenitrile, 3-fluoro-",0,0,0,0,0,0,0,0,0,0,0,0.00131208542666667,0,0,0,0,0,0,0.0006389367,0,0,0.00458351625666667,0,0,0,0,0.0123505274533333,0,3.669426e-05,0.0001041035,0,0,0,0,0,0
"2-Propynoic acid, methyl ester",0,0,0,0,0,0.0002653797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001676405
"2-Pyrazoline, 1-isobutyl-3-methyl-",0,0,0,0,0,0.000231488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Pyridineacetic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006224102,0,0,0,0,0,0
"2-Tetradecanone",0,0,0,0,0,0.004771459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Thiophenecarboxaldehyde",0,0,0,0,0,0,239319.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002757872,0,0,0,0,0,0
"2-Tridecen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276029334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Tridecene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197792,0.006306722,0,0,0,0,0,0
"2-Trifluoroacetoxydodecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004476429,0,0,0,0,0,0
"2-Trifluoroacetoxypentadecane",0,0,0,0,0,0,0,0,0,0,0,0.0060033326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Undecanethiol, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0.00291216746666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Undecanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142957885666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210312836333333,0,0.0141016633333333,0
"2-Undecenal, E-",0,0.00276455903333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Vinylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542722
"2,2-Dichloroethyl methyl ether",0,0,0,0,0,0.0006392669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001247825,0.0004779639,0.000249599753333333,0.000301785066666667,0,0,0,0
"2,2-Dimethyl-3(2H)-furanone",0,0,0,0,0,0.000462994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,2-Dimethyleicosane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001045349,0,0,0,0,0,0
"2,2,3,3-Tetrafluoro-1-propanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010719275,0.00123359133333333,0,0,0,0,0,0,0,0.0004819101,0,0,0,0,0,0,0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006222289,0,0,0,0,0,0,0,0,0,0,0.002180033
"2,2'-Bi-1,3-dioxolane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.373928e-05,0,0,0,0,0,0,0
"2,2'-Difluorobiphenyl",0,0,0,0,0,0.0001443577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,2'-Dimethylbiphenyl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132764123333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanediol",0,0,0,0,0,0.003923644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Butanediol, [S-(R*,R*)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001373926,0,0,0,0,0,0,0
"2,3-Butanedione",0,0,0,0,0,0,0,4421605.33333333,3041302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Dihydroindole-2-one, 5-methoxy-1,3-dimethyl-3-(dimethylamino)methyl",0,0,0,0,0,9.682176e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3,4-Trifluorobenzoic acid, 2,4,6-trichlorophenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009327816
"2,3,4-Trifluorobenzoic acid, 2,5-dichlorophenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002270887,0,0,0,0,0,0,0
"2,4-Di-tert-butylphenol",0,0,0,0,0,0.04910068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125703453,0,0,0,0,0,0,0,0,0,0,0,0.01038474
"2,4-Difluorophenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001527847,0,0,0,0,0,0,0
"2,4-Dimethyldodecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416024646666667,0,0,0,0
"2,4-Dimethylfuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004209614,0,0,0,0,0,0,0.02394975
"2,4-Dithiapentane",0.0075013195,0,0,0,0.003967132275,0.003421753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Hexadienal, (E,E)-",0,0.0153634453666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Imidazolidinedione, 5-methyl-5-(2-methylpropyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.085199e-05,0,0,0,0,0,0
"2,4,6-Trifluorobenzoyl chloride",0,0,0,0,0,0.001125364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925605433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Difluorobenzyl alcohol, n-butyl",0,0,0,0,0,0.0001724273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Dimethoxy-4-(methylsulfonyl)amphetamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004720668
"2,5-Furandione, 3-(1,1-dimethylethyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252333446666667,0,0,0,0,0,0,0,0,0,0,0.0004208569,0,0,0.00165633723333333,0.00234077656666667,0.001858098,0.00184710066666667,0
"2,5-Furandione, 3-methyl-",0,0,0,0,0,0,337009.333333333,0,0,0,0,0,0,0.00204917796666667,0.00221698976666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036138341,0
"2,5-Furandione, dihydro-3-methylene-",0,0,0,0,0,0.004576925,0,0,0,0,0,0,0,0,0,0,0,0.00905141626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Hexanedione",0,0,0,0,0,0.001449095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, 5-butyldihydro-",0,0,0,0,0,0,2138540.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001492466,0,0,0,0,0,0
"2(3H)-Furanone, 5-ethyldihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890554983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252936,0,0.00726487,0,0.0127912064,0,0,0.001839662
"2(3H)-Furanone, 5-hexyldihydro-",0,0,0,0,0,0.0005063087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051153785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-3-methyl-",0,0,0,0.00343729995,0,0.0009640501,0,0,0,0,0,0,0,0,0,0.00684576876666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118994003333333,0,0
"2(3H)-Furanone, dihydro-4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133924496666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(3H)-Furanone, dihydro-5-methyl-",0.0108861893,0.0176649273,0,0,0,0.005256281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117706174333333,0,0.00769344066666667,0
"2(3H)-Furanone, dihydro-5-propyl-",0,0,0.004299779525,0,0,0.001620041,0,0,0,0,0,0,0,0,0,0,0,0.0152196643333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116429212666667,0,0,0
"2(5H)-Furanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056186148,0,0,0,0.00151729596666667,0,0.004805007,0,0,0,0,0.00900976166666667,0
"2(5H)-Furanone, 5-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004401059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2(5H)-Furanone, 5,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935401566666667,0,0,0.00295682286666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-1,2-Oxazine, 6-(4-chlorophenyl)tetrahydro-2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035653845,0,0,0,0,0,0,0,0.00207268076666667,0.002465505,0,0,0.00220246833333333,0,0,0,0
"2H-Pyran-2-one, tetrahydro-",0,0,0,0,0,0.006576633,0,0,0,0,0,0,0,0.0114443179333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002492263,0,0.00670069633333333,0,0.0079821206,0,0,0
"2H-Pyran-2-one, tetrahydro-3,6-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01648213
"2H-Pyran-2-one, tetrahydro-6-methyl-",0,0,0,0,0,0.0004173421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-Pyran-2-one, tetrahydro-6-propyl-",0,0,0,0,0,0.001161816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-Pyran, 3,4-dihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036507754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2H-Tetrazole, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002762746,0,0,0,0,0,0
"3-(4-Methylbenzoyl)-2-thioxo-4-thiazolyl 4-methylbenzoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002828534
"3-Benzylthio-4-nitro-4'-acetamidodiphenylsulfide",0,0,0,0,0,3.950199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Bromooctane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003459152,0.005455562,0,0,0.0145086718333333,0,0,0
"3-Buten-1-ol",0,0,0,0,0,0.001802067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027511941,0,0,0,0,0.004302448,0,0,0,0,0,0,0.0002859848
